,type,time,dayofweek,models,params,queuelen,trials,duration
1112,6.0,0.7062499999999999,3.0,16.0,1209.0,0.0,400.0,2.0
1113,12.0,0.6138888888888876,1.0,34.0,4728.0,16.0,40.0,2.0
1114,7.0,0.4236111111111125,5.0,5.0,1702.0,1.0,40.0,1.0
1115,14.0,0.47222222222222093,3.0,21.0,3014.0,145.0,100.0,1.0
1116,9.0,0.5451388888888876,7.0,31.0,489.0,0.0,40.0,1.0
1117,14.0,0.7763888888888876,1.0,17.0,2285.0,0.0,40.0,1.0
1118,8.0,0.34652777777777793,4.0,14.0,4917.0,0.0,40.0,0.0
1119,6.0,0.45694444444444576,4.0,78.0,943.0,1.0,40.0,1.0
1120,,0.5458333333333333,7.0,25.0,509.0,0.0,40.0,1.0
1121,4.0,0.5833333333333334,2.0,58.0,,0.0,40.0,1.0
1122,5.0,0.6944444444444459,1.0,25.0,373.0,0.0,40.0,0.0
1123,6.0,0.7708333333333334,3.0,5.0,,0.0,40.0,0.0
1124,9.0,0.7152777777777791,2.0,7.0,2138.0,45.0,40.0,0.0
1125,13.0,0.018055555555555537,1.0,55.0,,0.0,40.0,1.0
1126,7.0,0.3625,1.0,14.0,4435.0,0.0,40.0,3.0
1127,12.0,0.7652777777777792,4.0,31.0,4524.0,0.0,40.0,1.0
1128,12.0,0.5659722222222209,3.0,62.0,2883.0,0.0,20.0,1.0
1129,9.0,0.5770833333333333,1.0,22.0,9861.0,0.0,40.0,1.0
1130,,0.5763888888888876,2.0,13.0,9472.0,185.0,40.0,1.0
1131,,0.6548611111111124,3.0,31.0,1487.0,39.0,40.0,0.0
1132,3.0,0.5666666666666667,5.0,2.0,331.0,0.0,40.0,0.0
1133,14.0,0.21666666666666667,4.0,56.0,4246.0,0.0,400.0,3.0
1134,8.0,0.4479166666666667,3.0,147.0,78724.0,0.0,40.0,0.0
1135,13.0,0.6513888888888876,3.0,27.0,3249.0,1.0,40.0,0.0
1136,9.0,0.6986111111111124,4.0,5.0,2726.0,1.0,40.0,0.0
1137,14.0,0.7833333333333333,3.0,16.0,1268.0,0.0,400.0,3.0
1138,12.0,0.6305555555555542,3.0,220.0,1297.0,41.0,40.0,2.0
1139,5.0,0.6895833333333333,3.0,6.0,4008.0,155.0,40.0,0.0
1140,,0.5604166666666667,2.0,13.0,107944.0,0.0,40.0,0.0
1141,14.0,0.3333333333333333,1.0,14.0,1620.0,0.0,40.0,1.0
1142,11.0,0.19375,5.0,9.0,17043.0,0.0,40.0,0.0
1143,13.0,0.6222222222222209,2.0,13.0,15568.0,0.0,40.0,1.0
1144,14.0,0.5958333333333333,3.0,16.0,3246.0,0.0,40.0,1.0
1145,11.0,0.572222222222221,4.0,5.0,,0.0,20.0,0.0
1146,13.0,0.6555555555555542,1.0,7.0,17410.0,0.0,40.0,1.0
1147,13.0,0.6361111111111124,4.0,7.0,,7.0,40.0,0.0
1148,9.0,0.6888888888888877,2.0,5.0,290.0,0.0,40.0,0.0
1149,8.0,0.5777777777777792,5.0,45.0,194980.0,0.0,40.0,1.0
1150,7.0,0.65625,2.0,13.0,4388.0,0.0,40.0,3.0
1151,2.0,0.5673611111111124,3.0,14.0,,0.0,40.0,0.0
1152,9.0,0.7055555555555543,2.0,6.0,6375.0,0.0,40.0,0.0
1153,13.0,0.6763888888888876,5.0,18.0,,2086.0,40.0,2.0
1154,14.0,0.7833333333333333,3.0,17.0,,0.0,400.0,3.0
1155,9.0,0.4604166666666667,5.0,22.0,2039.0,0.0,100.0,1.0
1156,,0.6340277777777791,2.0,13.0,20087.0,0.0,40.0,1.0
1157,5.0,0.6041666666666666,2.0,148.0,18755.0,0.0,40.0,3.0
1158,12.0,0.010416666666666666,7.0,2.0,3015.0,0.0,40.0,1.0
1159,9.0,0.5777777777777792,5.0,3.0,3700.0,0.0,100.0,0.0
1160,3.0,0.5736111111111124,1.0,18.0,253.0,0.0,40.0,0.0
1161,13.0,0.6958333333333333,3.0,16.0,3813.0,0.0,400.0,2.0
1162,13.0,0.2902777777777779,3.0,82.0,2872.0,3.0,20.0,0.0
1163,12.0,0.6597222222222209,4.0,10.0,8311.0,41.0,40.0,1.0
1164,5.0,0.4479166666666667,3.0,3.0,3609.0,0.0,40.0,0.0
1165,9.0,0.740277777777779,2.0,3.0,477.0,0.0,40.0,0.0
1166,5.0,0.6687500000000001,1.0,1.0,4932.0,0.0,200.0,1.0
1167,,0.6618055555555542,1.0,23.0,2661.0,446.0,40.0,2.0
1168,8.0,0.6006944444444458,3.0,6.0,9822.0,0.0,40.0,0.0
1169,14.0,0.4145833333333333,3.0,18.0,3273.0,16.0,100.0,1.0
1170,14.0,0.33055555555555544,1.0,14.0,1607.0,0.0,40.0,1.0
1171,8.0,0.4430555555555542,1.0,8.0,55127.0,0.0,40.0,0.0
1172,8.0,0.7277777777777791,5.0,2.0,29765.0,0.0,40.0,0.0
1173,0.0,0.6027777777777791,4.0,26.0,1296.0,3.0,20.0,2.0
1174,14.0,0.8402777777777791,3.0,8.0,979.0,0.0,20.0,1.0
1175,5.0,0.6861111111111123,5.0,18.0,12777.0,2184.0,40.0,2.0
1176,9.0,0.5868055555555542,2.0,3.0,641.0,0.0,40.0,0.0
1177,2.0,0.7548611111111124,5.0,14.0,46917.0,0.0,40.0,0.0
1178,9.0,0.41388888888888875,3.0,21.0,535.0,0.0,40.0,0.0
1179,,0.7034722222222208,4.0,2.0,305.0,0.0,40.0,0.0
1180,9.0,0.4770833333333333,4.0,2.0,74.0,0.0,40.0,0.0
1181,14.0,0.7069444444444457,5.0,52.0,3237.0,6.0,40.0,2.0
1182,,0.7208333333333333,2.0,9.0,1261.0,14.0,40.0,0.0
1183,,0.8236111111111124,1.0,16.0,4433.0,0.0,40.0,0.0
1184,6.0,0.8208333333333333,1.0,2.0,241.0,0.0,40.0,0.0
1185,9.0,0.8770833333333333,7.0,12.0,185.0,0.0,40.0,0.0
1186,13.0,0.6749999999999999,5.0,5.0,3851.0,31.0,40.0,1.0
1187,13.0,0.35902777777777795,4.0,62.0,,1.0,20.0,0.0
1188,9.0,0.7534722222222209,3.0,45.0,7834.0,78.0,40.0,2.0
1189,14.0,0.5791666666666667,2.0,6.0,1039.0,54.0,40.0,2.0
1190,13.0,0.6638888888888875,5.0,14.0,2923.0,446.0,40.0,2.0
1191,,0.40347222222222207,2.0,5.0,3469.0,0.0,40.0,0.0
1192,13.0,0.5763888888888876,2.0,6.0,2936.0,238.0,40.0,0.0
1193,5.0,0.56875,5.0,13.0,36804.0,0.0,40.0,2.0
1194,9.0,0.5034722222222209,7.0,13.0,428.0,0.0,40.0,0.0
1195,5.0,0.4736111111111125,3.0,147.0,17886.0,0.0,40.0,3.0
1196,,0.6819444444444458,4.0,5.0,2704.0,67.0,40.0,0.0
1197,,0.5881944444444458,1.0,10.0,450.0,0.0,40.0,0.0
1198,12.0,0.7548611111111124,1.0,12.0,15579.0,0.0,40.0,2.0
1199,9.0,0.7444444444444458,3.0,1.0,,0.0,400.0,1.0
1200,13.0,0.22361111111111123,5.0,62.0,1968.0,1.0,20.0,0.0
1201,9.0,0.8770833333333333,7.0,11.0,203.0,0.0,40.0,0.0
1202,8.0,0.65625,4.0,1.0,49372.0,0.0,200.0,1.0
1203,8.0,0.86875,1.0,8.0,13485.0,0.0,40.0,0.0
1204,13.0,0.6923611111111124,3.0,265.0,1136.0,19.0,40.0,1.0
1205,14.0,0.4743055555555542,5.0,14.0,193.0,57.0,40.0,1.0
1206,11.0,0.7312500000000001,2.0,52.0,65696.0,0.0,40.0,1.0
1207,8.0,0.7583333333333333,5.0,13.0,43774.0,0.0,20.0,0.0
1208,,0.45625,2.0,4.0,13743.0,126.0,40.0,2.0
1209,13.0,0.44375000000000003,1.0,7.0,6591.0,55.0,40.0,1.0
1210,13.0,0.7305555555555543,2.0,52.0,4378.0,3238.0,40.0,1.0
1211,2.0,0.4076388888888887,3.0,4.0,20875.0,0.0,40.0,0.0
1212,6.0,0.7506944444444458,2.0,15.0,222.0,0.0,40.0,0.0
1213,9.0,0.5458333333333333,7.0,33.0,552.0,0.0,40.0,1.0
1214,0.0,0.45416666666666666,2.0,27.0,1298.0,3.0,20.0,1.0
1215,9.0,0.5222222222222209,3.0,31.0,1851.0,0.0,40.0,0.0
1216,5.0,0.6048611111111124,4.0,24.0,458.0,139.0,40.0,2.0
1217,13.0,0.615277777777779,4.0,3.0,108.0,0.0,40.0,0.0
1218,12.0,0.63125,2.0,13.0,15639.0,0.0,40.0,2.0
1219,7.0,0.7270833333333333,5.0,2.0,912.0,0.0,40.0,1.0
1220,13.0,0.39166666666666666,3.0,15.0,9167.0,1.0,40.0,0.0
1221,7.0,0.6805555555555541,3.0,17.0,6067.0,0.0,40.0,2.0
1222,,0.5604166666666667,2.0,12.0,130182.0,0.0,40.0,0.0
1223,9.0,0.5465277777777792,7.0,25.0,501.0,0.0,40.0,1.0
1224,14.0,0.790972222222221,4.0,16.0,3299.0,0.0,40.0,1.0
1225,9.0,0.8055555555555541,4.0,14.0,305.0,0.0,40.0,0.0
1226,14.0,0.5187499999999999,4.0,24.0,491.0,120.0,40.0,2.0
1227,13.0,0.69375,2.0,1.0,3938.0,0.0,200.0,1.0
1228,,0.6923611111111124,3.0,8.0,2453.0,26.0,40.0,1.0
1229,3.0,0.4736111111111125,4.0,2.0,183.0,0.0,40.0,0.0
1230,11.0,0.5750000000000001,4.0,9.0,88221.0,0.0,40.0,0.0
1231,7.0,0.5437500000000001,1.0,22.0,2662.0,0.0,40.0,1.0
1232,9.0,0.8777777777777791,7.0,20.0,222.0,0.0,40.0,0.0
1233,12.0,0.42083333333333334,4.0,1.0,1527.0,0.0,200.0,2.0
1234,7.0,0.45416666666666666,4.0,3.0,1159.0,0.0,40.0,2.0
1235,11.0,0.4354166666666666,3.0,1.0,18320.0,0.0,40.0,0.0
1236,8.0,0.5236111111111125,2.0,102.0,89791.0,0.0,40.0,0.0
1237,11.0,0.3423611111111113,1.0,14.0,36856.0,0.0,20.0,0.0
1238,9.0,0.5875,2.0,13.0,2691.0,30.0,40.0,0.0
1239,14.0,0.5520833333333334,3.0,8.0,510.0,128.0,40.0,1.0
1240,9.0,0.4048611111111113,2.0,5.0,9732.0,0.0,40.0,0.0
1241,9.0,0.7194444444444458,5.0,13.0,831.0,0.0,40.0,0.0
1242,12.0,0.8201388888888875,1.0,27.0,5139.0,0.0,40.0,1.0
1243,11.0,0.6194444444444458,2.0,14.0,61571.0,0.0,40.0,0.0
1244,8.0,0.5791666666666667,3.0,14.0,47606.0,0.0,40.0,0.0
1245,,0.7388888888888876,2.0,1.0,1927.0,0.0,200.0,1.0
1246,,0.5263888888888876,2.0,3.0,77.0,0.0,40.0,0.0
1247,,0.5256944444444458,3.0,83.0,19301.0,0.0,20.0,0.0
1248,13.0,0.2222222222222221,5.0,62.0,1904.0,3.0,20.0,0.0
1249,5.0,0.4166666666666667,5.0,9.0,3956.0,0.0,40.0,0.0
1250,9.0,0.6618055555555542,3.0,20.0,2984.0,0.0,40.0,0.0
1251,9.0,0.4166666666666667,2.0,3.0,1891.0,0.0,40.0,0.0
1252,9.0,0.5513888888888876,7.0,35.0,493.0,0.0,40.0,1.0
1253,,0.7652777777777792,2.0,21.0,3259.0,0.0,40.0,1.0
1254,9.0,0.4256944444444459,5.0,1.0,546.0,0.0,40.0,0.0
1255,14.0,0.6020833333333333,3.0,1.0,813.0,0.0,200.0,1.0
1256,12.0,0.6993055555555543,1.0,3.0,3425.0,0.0,40.0,1.0
1257,9.0,0.46875,4.0,1.0,4894.0,0.0,400.0,1.0
1258,8.0,0.10277777777777791,4.0,24.0,25043.0,0.0,40.0,0.0
1259,9.0,0.7590277777777791,2.0,11.0,429.0,0.0,40.0,0.0
1260,5.0,0.6979166666666666,1.0,3.0,5762.0,0.0,40.0,1.0
1261,9.0,0.4152777777777779,5.0,5.0,792.0,167.0,40.0,0.0
1262,5.0,0.6854166666666667,3.0,1.0,2214.0,0.0,40.0,0.0
1263,12.0,0.6118055555555543,4.0,26.0,919.0,0.0,40.0,1.0
1264,11.0,0.21944444444444458,5.0,8.0,18278.0,0.0,40.0,0.0
1265,9.0,0.5750000000000001,2.0,147.0,2500.0,0.0,40.0,3.0
1266,8.0,0.46736111111111245,3.0,15.0,19936.0,0.0,40.0,0.0
1267,13.0,0.48541666666666666,4.0,2.0,99.0,0.0,40.0,0.0
1268,9.0,0.44722222222222086,5.0,14.0,1046.0,0.0,40.0,0.0
1269,5.0,0.6590277777777791,2.0,2.0,24152.0,0.0,40.0,1.0
1270,,0.4270833333333333,1.0,30.0,25370.0,0.0,40.0,0.0
1271,8.0,0.5430555555555542,5.0,35.0,,0.0,40.0,0.0
1272,11.0,0.7513888888888877,1.0,13.0,161937.0,0.0,40.0,1.0
1273,13.0,0.375,3.0,1.0,,0.0,200.0,1.0
1274,,0.6020833333333333,4.0,10.0,2952.0,127.0,40.0,1.0
1275,12.0,0.6090277777777792,4.0,32.0,3313.0,0.0,40.0,1.0
1276,12.0,0.45486111111111244,2.0,1.0,4014.0,0.0,200.0,2.0
1277,,0.5187499999999999,3.0,1.0,9249.0,0.0,40.0,0.0
1278,9.0,0.7743055555555541,1.0,147.0,292.0,0.0,40.0,2.0
1279,7.0,0.5965277777777791,3.0,27.0,4016.0,156.0,40.0,1.0
1280,13.0,0.011111111111111125,4.0,55.0,4847.0,0.0,40.0,1.0
1281,14.0,0.7368055555555543,3.0,20.0,3231.0,19.0,100.0,2.0
1282,9.0,0.4770833333333333,2.0,2.0,1661.0,0.0,40.0,0.0
1283,9.0,0.8444444444444458,4.0,11.0,450.0,800.0,40.0,2.0
1284,13.0,0.2715277777777779,4.0,222.0,7013.0,0.0,40.0,3.0
1285,3.0,0.4895833333333333,4.0,2.0,71.0,0.0,20.0,0.0
1286,6.0,0.6222222222222209,2.0,13.0,1226.0,0.0,40.0,1.0
1287,8.0,0.4451388888888875,3.0,10.0,,0.0,20.0,0.0
1288,9.0,0.7118055555555541,2.0,10.0,171.0,0.0,40.0,0.0
1289,9.0,0.4840277777777791,3.0,15.0,3224.0,2.0,40.0,1.0
1290,12.0,0.5798611111111124,4.0,82.0,1407.0,0.0,100.0,2.0
1291,7.0,0.6131944444444458,1.0,32.0,3289.0,0.0,40.0,1.0
1292,12.0,0.8388888888888876,4.0,21.0,525.0,26.0,40.0,1.0
1293,9.0,0.7041666666666666,5.0,16.0,,38.0,40.0,0.0
1294,7.0,0.5791666666666667,4.0,1.0,581.0,0.0,40.0,0.0
1295,7.0,0.36874999999999997,2.0,222.0,437.0,0.0,40.0,2.0
1296,9.0,0.7277777777777791,5.0,3.0,,0.0,40.0,0.0
1297,7.0,0.4923611111111124,5.0,5.0,2129.0,3.0,20.0,3.0
1298,9.0,0.6743055555555543,5.0,9.0,2327.0,0.0,40.0,0.0
1299,11.0,0.6951388888888875,3.0,184.0,396701.0,0.0,40.0,3.0
1300,9.0,0.65625,3.0,8.0,1597.0,15.0,40.0,1.0
1301,9.0,0.5930555555555542,1.0,18.0,462.0,0.0,40.0,0.0
1302,9.0,0.40555555555555545,2.0,5.0,240.0,0.0,40.0,0.0
1303,14.0,0.8368055555555541,5.0,13.0,1287.0,0.0,400.0,3.0
1304,4.0,0.48263888888888756,2.0,3.0,380.0,0.0,40.0,0.0
1305,14.0,0.4784722222222209,2.0,2.0,1611.0,0.0,40.0,1.0
1306,13.0,0.6868055555555542,3.0,1.0,1381.0,0.0,40.0,0.0
1307,8.0,0.5930555555555542,2.0,2.0,60715.0,0.0,40.0,0.0
1308,0.0,0.8055555555555541,1.0,27.0,2145.0,0.0,40.0,0.0
1309,13.0,0.5986111111111124,5.0,45.0,23403.0,110.0,40.0,2.0
1310,14.0,0.4145833333333333,3.0,17.0,3264.0,20.0,100.0,1.0
1311,13.0,0.45486111111111244,1.0,23.0,3030.0,0.0,40.0,0.0
1312,8.0,0.3506944444444446,5.0,4.0,94159.0,0.0,40.0,0.0
1313,5.0,0.6458333333333334,2.0,2.0,6959.0,0.0,40.0,0.0
1314,13.0,0.24097222222222212,1.0,216.0,14817.0,0.0,40.0,3.0
1315,13.0,0.21805555555555542,4.0,222.0,304.0,0.0,40.0,2.0
1316,13.0,0.46180555555555425,5.0,25.0,38432.0,0.0,40.0,2.0
1317,5.0,0.4430555555555542,2.0,2.0,12245.0,2.0,40.0,0.0
1318,9.0,0.6076388888888876,3.0,4.0,1702.0,0.0,40.0,0.0
1319,,0.7722222222222209,4.0,6.0,7357.0,0.0,40.0,1.0
1320,9.0,0.7583333333333333,1.0,6.0,80.0,0.0,40.0,0.0
1321,12.0,0.525,1.0,32.0,10908.0,0.0,40.0,1.0
1322,12.0,0.7138888888888876,3.0,27.0,6702.0,0.0,40.0,2.0
1323,14.0,0.5777777777777792,1.0,23.0,9926.0,7.0,40.0,1.0
1324,5.0,0.5805555555555543,5.0,46.0,39004.0,5.0,40.0,2.0
1325,8.0,0.36874999999999997,5.0,42.0,46043.0,0.0,40.0,0.0
1326,0.0,0.8201388888888875,1.0,27.0,4642.0,22.0,40.0,1.0
1327,3.0,0.6708333333333334,1.0,2.0,233.0,0.0,200.0,0.0
1328,14.0,0.5923611111111124,4.0,4.0,77.0,0.0,40.0,0.0
1329,14.0,0.49305555555555425,5.0,19.0,3328.0,19.0,40.0,1.0
1330,,0.8097222222222209,2.0,22.0,411.0,0.0,40.0,0.0
1331,8.0,0.6749999999999999,3.0,5.0,18913.0,0.0,40.0,0.0
1332,11.0,0.45694444444444576,3.0,1.0,,0.0,40.0,0.0
1333,14.0,0.7881944444444459,2.0,147.0,2612.0,0.0,40.0,3.0
1334,9.0,0.7444444444444458,3.0,2.0,,0.0,400.0,1.0
1335,13.0,0.3506944444444446,4.0,8.0,286.0,3.0,20.0,2.0
1336,11.0,0.6354166666666666,2.0,13.0,58668.0,0.0,40.0,0.0
1337,14.0,0.5055555555555542,3.0,21.0,3278.0,2.0,40.0,1.0
1338,7.0,0.3854166666666667,3.0,1.0,481.0,0.0,40.0,0.0
1339,14.0,0.6631944444444458,1.0,23.0,2688.0,466.0,40.0,2.0
1340,12.0,0.6243055555555542,2.0,13.0,3802.0,0.0,40.0,1.0
1341,12.0,0.4923611111111124,1.0,25.0,772.0,0.0,40.0,2.0
1342,13.0,0.8055555555555541,2.0,5.0,1095.0,0.0,40.0,0.0
1343,13.0,0.6805555555555541,1.0,27.0,3882.0,14.0,40.0,0.0
1344,,0.47291666666666665,3.0,20.0,3056.0,214.0,100.0,2.0
1345,4.0,0.46736111111111245,5.0,13.0,1576.0,0.0,40.0,0.0
1346,,0.5875,2.0,34.0,2514.0,0.0,40.0,0.0
1347,4.0,0.4361111111111125,5.0,3.0,343.0,0.0,40.0,0.0
1348,9.0,0.7347222222222208,5.0,13.0,412.0,0.0,40.0,0.0
1349,9.0,0.5298611111111124,4.0,62.0,,3.0,20.0,1.0
1350,13.0,0.740277777777779,2.0,2.0,,0.0,200.0,1.0
1351,8.0,0.44027777777777916,3.0,31.0,,0.0,40.0,0.0
1352,9.0,0.6708333333333334,4.0,11.0,5196.0,0.0,40.0,0.0
1353,12.0,0.5909722222222209,5.0,1.0,1815.0,0.0,40.0,0.0
1354,13.0,0.015972222222222204,5.0,55.0,,0.0,40.0,1.0
1355,14.0,0.63125,5.0,18.0,3214.0,0.0,40.0,1.0
1356,14.0,0.5701388888888875,4.0,56.0,2150.0,0.0,40.0,3.0
1357,7.0,0.44722222222222086,2.0,6.0,,3.0,20.0,3.0
1358,5.0,0.5791666666666667,2.0,29.0,5127.0,5.0,40.0,0.0
1359,12.0,0.44166666666666665,4.0,23.0,688.0,1.0,40.0,1.0
1360,12.0,0.7430555555555541,2.0,5.0,3684.0,0.0,40.0,1.0
1361,12.0,0.46736111111111245,2.0,1.0,113.0,0.0,40.0,0.0
1362,12.0,0.584027777777779,2.0,31.0,4057.0,56.0,40.0,1.0
1363,11.0,0.6243055555555542,1.0,34.0,,0.0,40.0,1.0
1364,8.0,0.5659722222222209,4.0,28.0,23298.0,0.0,40.0,0.0
1365,9.0,0.4791666666666667,3.0,31.0,1051.0,22.0,40.0,0.0
1366,13.0,0.7048611111111125,2.0,8.0,2751.0,1.0,20.0,0.0
1367,14.0,0.6736111111111125,5.0,17.0,2711.0,1846.0,40.0,2.0
1368,8.0,0.4770833333333333,2.0,13.0,31648.0,0.0,40.0,0.0
1369,11.0,0.32013888888888875,5.0,31.0,30131.0,0.0,40.0,0.0
1370,14.0,0.48611111111111244,3.0,15.0,3273.0,2.0,40.0,1.0
1371,9.0,0.5465277777777792,7.0,40.0,529.0,0.0,40.0,1.0
1372,2.0,0.6722222222222208,3.0,17.0,66195.0,0.0,40.0,0.0
1373,9.0,0.5805555555555543,5.0,46.0,7809.0,8.0,40.0,1.0
1374,13.0,0.7055555555555543,2.0,24.0,162.0,0.0,40.0,0.0
1375,9.0,0.6124999999999999,2.0,26.0,1707.0,0.0,40.0,1.0
1376,9.0,0.4694444444444457,4.0,2.0,4954.0,0.0,400.0,1.0
1377,5.0,0.43680555555555417,5.0,13.0,4449.0,31.0,40.0,0.0
1378,13.0,0.48541666666666666,3.0,15.0,9221.0,2.0,40.0,0.0
1379,9.0,0.677777777777779,1.0,46.0,622.0,8.0,40.0,1.0
1380,12.0,0.5187499999999999,3.0,9.0,2449.0,56.0,40.0,1.0
1381,8.0,0.5770833333333333,2.0,31.0,33579.0,0.0,40.0,0.0
1382,9.0,0.5923611111111124,4.0,10.0,,2.0,40.0,0.0
1383,14.0,0.46458333333333335,3.0,13.0,3066.0,217.0,40.0,1.0
1384,12.0,0.71875,2.0,2.0,2597.0,0.0,40.0,1.0
1385,9.0,0.5451388888888876,7.0,30.0,,0.0,40.0,1.0
1386,8.0,0.5298611111111124,3.0,1.0,15025.0,0.0,40.0,0.0
1387,8.0,0.68125,5.0,3.0,23772.0,0.0,40.0,0.0
1388,14.0,0.5493055555555543,4.0,16.0,3234.0,0.0,40.0,1.0
1389,,0.521527777777779,3.0,148.0,3627.0,0.0,40.0,3.0
1390,7.0,0.5402777777777791,3.0,9.0,,99.0,40.0,0.0
1391,13.0,0.43680555555555417,5.0,13.0,2673.0,227.0,40.0,0.0
1392,11.0,0.5791666666666667,2.0,31.0,26879.0,0.0,40.0,0.0
1393,8.0,0.5930555555555542,3.0,2.0,121822.0,0.0,40.0,0.0
1394,14.0,0.5340277777777791,2.0,21.0,5074.0,0.0,40.0,3.0
1395,2.0,0.7409722222222209,5.0,13.0,25506.0,0.0,400.0,1.0
1396,9.0,0.709027777777779,1.0,5.0,80.0,0.0,100.0,0.0
1397,14.0,0.74375,3.0,17.0,1276.0,0.0,400.0,3.0
1398,,0.5361111111111124,6.0,5.0,2837.0,0.0,40.0,0.0
1399,9.0,0.22013888888888877,2.0,62.0,635.0,0.0,20.0,0.0
1400,8.0,0.8180555555555542,1.0,27.0,43058.0,0.0,40.0,0.0
1401,14.0,0.6409722222222208,4.0,5.0,76.0,0.0,40.0,0.0
1402,3.0,0.43680555555555417,4.0,1.0,204.0,0.0,200.0,0.0
1403,,0.8770833333333333,3.0,12.0,2688.0,0.0,40.0,0.0
1404,13.0,0.40694444444444455,1.0,13.0,7158.0,0.0,40.0,0.0
1405,8.0,0.35902777777777795,5.0,4.0,94358.0,0.0,40.0,0.0
1406,9.0,0.6180555555555542,3.0,17.0,192.0,3.0,40.0,0.0
1407,9.0,0.46527777777777907,1.0,11.0,971.0,170.0,40.0,2.0
1408,9.0,0.7069444444444457,4.0,14.0,365.0,0.0,40.0,0.0
1409,12.0,0.6326388888888875,3.0,3.0,3556.0,0.0,40.0,1.0
1410,4.0,0.4784722222222209,3.0,6.0,735.0,0.0,20.0,0.0
1411,2.0,0.7374999999999999,5.0,12.0,7822.0,0.0,40.0,0.0
1412,14.0,0.5361111111111124,1.0,13.0,1263.0,0.0,400.0,3.0
1413,13.0,0.6416666666666667,4.0,7.0,408.0,0.0,40.0,0.0
1414,14.0,0.6902777777777791,3.0,5.0,835.0,0.0,40.0,0.0
1415,9.0,0.7458333333333332,1.0,602.0,323.0,0.0,40.0,3.0
1416,2.0,0.6111111111111124,1.0,32.0,22247.0,0.0,40.0,0.0
1417,12.0,0.5895833333333333,1.0,33.0,3252.0,9.0,40.0,1.0
1418,,0.5104166666666666,5.0,2.0,1772.0,0.0,40.0,0.0
1419,7.0,0.49374999999999997,4.0,2.0,,0.0,40.0,0.0
1420,8.0,0.5923611111111124,5.0,46.0,194937.0,0.0,40.0,1.0
1421,13.0,0.23124999999999998,4.0,221.0,1747.0,0.0,40.0,2.0
1422,9.0,0.677777777777779,6.0,11.0,5752.0,0.0,60.0,1.0
1423,7.0,0.6784722222222209,5.0,8.0,2920.0,57.0,40.0,1.0
1424,9.0,0.8777777777777791,7.0,26.0,225.0,0.0,40.0,0.0
1425,12.0,0.4840277777777791,3.0,8.0,1129.0,0.0,40.0,1.0
1426,9.0,0.6958333333333333,2.0,4.0,519.0,0.0,40.0,0.0
1427,3.0,0.48541666666666666,4.0,1.0,81.0,0.0,40.0,0.0
1428,11.0,0.7388888888888876,2.0,2.0,153512.0,0.0,200.0,1.0
1429,7.0,0.50625,3.0,16.0,,1.0,40.0,1.0
1430,9.0,0.6166666666666667,4.0,31.0,2285.0,0.0,40.0,1.0
1431,7.0,0.7256944444444459,4.0,4.0,224.0,0.0,40.0,0.0
1432,14.0,0.7625000000000001,5.0,13.0,,0.0,400.0,3.0
1433,,0.7083333333333334,1.0,1.0,10031.0,0.0,40.0,0.0
1434,,0.4131944444444446,5.0,1.0,1642.0,0.0,40.0,0.0
1435,5.0,0.5673611111111124,1.0,34.0,7886.0,16.0,40.0,1.0
1436,9.0,0.6944444444444459,2.0,5.0,6363.0,0.0,40.0,0.0
1437,4.0,0.4236111111111125,5.0,9.0,802.0,0.0,40.0,0.0
1438,12.0,0.6277777777777791,1.0,51.0,6232.0,12.0,40.0,2.0
1439,14.0,0.7840277777777791,3.0,16.0,1270.0,0.0,400.0,3.0
1440,6.0,0.5861111111111125,2.0,16.0,229.0,1.0,40.0,0.0
1441,13.0,0.7305555555555543,4.0,70.0,,0.0,40.0,2.0
1442,9.0,0.4743055555555542,5.0,10.0,80.0,0.0,40.0,0.0
1443,2.0,0.6256944444444458,2.0,13.0,54202.0,0.0,40.0,0.0
1444,2.0,0.7625000000000001,4.0,31.0,30245.0,0.0,40.0,0.0
1445,4.0,0.4152777777777779,5.0,6.0,,0.0,40.0,0.0
1446,14.0,0.5506944444444458,4.0,4.0,,15.0,100.0,1.0
1447,9.0,0.7166666666666667,1.0,10.0,,0.0,40.0,0.0
1448,5.0,0.5798611111111124,5.0,10.0,,0.0,200.0,2.0
1449,8.0,0.7229166666666668,4.0,2.0,47089.0,0.0,40.0,0.0
1450,,0.4423611111111125,5.0,24.0,2888.0,0.0,40.0,2.0
1451,9.0,0.740277777777779,2.0,5.0,1242.0,0.0,40.0,0.0
1452,12.0,0.56875,4.0,8.0,33617.0,3056.0,40.0,1.0
1453,14.0,0.44027777777777916,1.0,20.0,3277.0,9.0,100.0,1.0
1454,8.0,0.4041666666666666,5.0,7.0,84171.0,0.0,40.0,0.0
1455,9.0,0.4222222222222209,4.0,291.0,136.0,0.0,40.0,1.0
1456,9.0,0.8604166666666666,4.0,34.0,1170.0,0.0,40.0,0.0
1457,2.0,0.7333333333333334,1.0,12.0,49428.0,0.0,40.0,0.0
1458,14.0,0.7458333333333332,2.0,52.0,387.0,0.0,40.0,2.0
1459,7.0,0.68125,1.0,27.0,3732.0,0.0,40.0,1.0
1460,9.0,0.7243055555555542,2.0,22.0,884.0,0.0,40.0,0.0
1461,11.0,0.3888888888888888,3.0,3.0,57787.0,0.0,40.0,0.0
1462,9.0,0.8777777777777791,7.0,28.0,207.0,0.0,40.0,0.0
